cn-aks,Aksu,city,cn,🇨🇳,3,12,4000,128,38,31.5,.688,48,74.5,5.5,2,82,,1.2,5.2,5.2,5.5,1,0,5.5,55.5,18.0,4.5,0.8,0.5,,23,28.5,15.5,4.5
cn-ks,Kashgar,city,cn,🇨🇳,5,12,2400,162,32,32.5,.668,42,73.8,3.2,2,78,,1.0,5.0,5.0,5.5,1,0,2.5,62.5,12.0,5.2,0.8,0.3,,31,25.5,18.5,4.8
cn-bt,Baotou,city,cn,🇨🇳,3,55,18333,28,82,30.5,.798,75,76.8,15.5,8,96,,3.0,5.8,5.8,22.5,8,1,8.5,28.5,22.0,3.2,1.2,1.8,,107,38.5,8.5,6.8
cn-erds,Ordos,city,cn,🇨🇳,2,72,36000,87,75,29.8,.825,78,77.5,38.5,3,96,,2.8,5.5,5.5,12.5,8,1,22.5,18.5,18.0,2.5,1.0,3.5,,23,36.2,8.2,5.5
cn-wh3,Weihai,city,cn,🇨🇳,3,52,17333,6,70,31.8,.828,80,80.8,6.5,5,98,,2.8,4.8,5.5,22.5,12,2,42.5,22.5,22.0,3.0,1.2,2.0,,500,42.5,7.2,7.8
cn-rz,Rizhao,city,cn,🇨🇳,3,32,10667,5,62,31.5,.808,74,79.5,8.5,3,97,,2.2,4.8,5.2,22.5,8,1,42.5,25.5,18.0,3.2,1.0,1.5,,600,39.5,9.2,6.8
cn-jn2,Jining Shandong,city,cn,🇨🇳,8,72,9000,11,58,31.5,.788,72,78.2,8.5,8,96,,2.2,5.0,5.2,22.5,12,1,22.5,42.5,12.0,3.8,1.2,1.5,,727,38.5,9.8,6.8
cn-ta,Taian,city,cn,🇨🇳,5,52,10400,8,62,31.8,.798,74,78.8,6.5,5,96,,2.5,5.2,5.2,18.5,8,1,22.5,38.5,12.0,3.5,1.2,1.5,,625,39.2,9.2,7.0
cn-yc4,Yuncheng,city,cn,🇨🇳,5,28,5600,14,48,30.8,.748,62,76.5,5.5,3,94,,2.0,4.8,4.8,12.5,3,0,22.5,42.5,15.0,4.5,1.0,0.8,,357,38.5,10.2,7.2
cn-cz3,Chenzhou,city,cn,🇨🇳,5,38,7600,19,55,33.5,.778,68,77.8,5.2,3,94,,2.0,5.0,5.0,18.5,5,0,62.5,28.5,32.0,4.0,1.0,1.2,,263,36.5,10.5,6.5
cn-ld,Liuding,city,cn,🇨🇳,3,22,7333,17,48,33.2,.758,62,77.2,3.5,2,92,,1.5,4.5,4.5,15.5,3,0,52.5,32.5,42.0,4.5,0.8,0.8,,176,35.2,12.2,6.5
cn-xx,Xinxiang,city,cn,🇨🇳,6,42,7000,9,52,32.5,.768,68,77.0,6.2,8,94,,2.2,5.2,5.0,18.5,8,1,18.5,48.5,8.0,4.2,1.2,1.2,,667,37.5,10.2,6.8
cn-ly4,Luzhou,city,cn,🇨🇳,4,38,9500,12,48,33.5,.768,65,77.0,4.5,5,93,,2.0,5.5,5.0,18.5,8,1,52.5,35.5,48.0,4.2,1.2,1.0,,333,36.5,10.2,6.8
cn-nc2,Neijiang,city,cn,🇨🇳,3,22,7333,5,42,33.5,.748,60,76.5,3.5,3,92,,1.8,5.2,4.8,15.5,3,0,35.5,38.5,35.0,4.5,1.0,0.8,,600,37.8,10.0,7.2
cn-zg,Zigong,city,cn,🇨🇳,3,25,8333,4,52,33.2,.758,62,77.0,4.2,3,93,,2.0,5.5,5.0,22.5,5,0,28.5,38.5,35.0,4.2,1.0,1.0,,750,38.5,9.5,7.5
cn-ls3,Leshan,city,cn,🇨🇳,3,32,10667,13,48,33.5,.775,68,77.5,4.5,3,93,,2.2,5.5,5.2,18.5,8,1,52.5,35.5,82.0,3.8,1.2,1.2,,231,37.2,9.8,6.8
cn-pzh,Panzhihua,city,cn,🇨🇳,1,18,18000,7,68,34.2,.798,72,77.2,12.5,2,94,,2.5,5.8,5.5,35.8,5,0,55.5,22.5,55.0,3.5,1.2,2.0,,143,38.5,8.5,6.5
cn-gy3,Guangan,city,cn,🇨🇳,3,18,6000,6,38,33.8,.738,55,76.0,3.2,2,91,,1.5,5.0,4.5,12.5,2,0,42.5,38.5,42.0,5.0,0.8,0.5,,500,35.5,11.5,7.2
cn-my2,Meishan,city,cn,🇨🇳,3,25,8333,7,48,33.2,.762,65,77.2,4.0,3,93,,2.0,5.5,5.0,18.5,5,0,48.5,35.5,42.0,4.0,1.0,1.0,,429,37.0,9.8,7.0
cn-ab,Aba,city,cn,🇨🇳,1,5,5000,84,28,32.5,.658,35,73.5,2.5,1,80,,1.5,4.5,6.5,2.5,0,0,22.5,18.5,95.0,2.5,0.5,0.2,,12,29.5,14.5,5.0
cn-gz3,Ganzi,city,cn,🇨🇳,1,5,5000,153,22,32.8,.638,32,72.5,2.2,1,75,,1.2,4.2,6.8,2.5,0,0,55.5,15.5,92.0,2.2,0.5,0.2,,7,28.5,15.2,5.2
cn-lj2,Lijiang,city,cn,🇨🇳,1,8,8000,21,42,33.5,.712,55,75.5,2.8,1,88,,1.5,4.5,5.0,3.5,1,0,68.5,18.5,75.0,3.8,0.8,0.5,,48,32.5,13.2,6.0
cn-bs,Baoshan,city,cn,🇨🇳,3,15,5000,20,38,33.8,.698,48,74.8,3.2,2,88,,1.5,4.8,5.0,8.5,2,0,65.5,22.5,72.0,4.2,0.8,0.5,,150,33.5,13.5,6.5
